C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_32_269.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_32_269.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_32_269.jpg, 0, 0, 0, 8.140834E-05
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_32_371.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_32_371.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_32_371.jpg, 0, 0.2643054, 0, 0.1788846
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_32_473.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_32_473.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_32_473.jpg, 0, 0.5679286, 0, 0.6808459
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_32_573.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_32_573.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_32_573.jpg, 0, 0.8623931, 0, 1.581405
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_32_676.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_32_676.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_32_676.jpg, 0, 1, 0, 2.773838
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_32_777.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_32_777.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_32_777.jpg, -0.3063657, 1, 0, 4.16965
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_32_881.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_32_881.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_32_881.jpg, -0.3054, 1, 0, 5.317604
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_32_983.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_32_983.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_32_983.jpg, 0, 1, 0, 6.468386
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_33_086.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_33_086.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_33_086.jpg, 0, 1, 0, 7.608368
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_33_186.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_33_186.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_33_186.jpg, 0, 1, 0, 8.739065
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_33_291.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_33_291.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_33_291.jpg, 0, 1, 0, 9.85878
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_33_395.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_33_395.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_33_395.jpg, -0.0838986, 1, 0, 10.96595
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_33_494.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_33_494.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_33_494.jpg, -0.1722291, 1, 0, 12.16166
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_33_595.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_33_595.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_33_595.jpg, 0, 1, 0, 13.09174
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_33_698.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_33_698.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_33_698.jpg, 0, 1, 0, 14.4088
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_33_803.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_33_803.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_33_803.jpg, 0, 1, 0, 15.39121
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_33_906.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_33_906.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_33_906.jpg, 0, 1, 0, 16.59183
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_34_008.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_34_008.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_34_008.jpg, 0, 1, 0, 17.48384
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_34_109.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_34_109.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_34_109.jpg, -0.1421175, 1, 0, 18.67285
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_34_212.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_34_212.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_34_212.jpg, -0.3669672, 1, 0, 19.46988
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_34_313.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_34_313.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_34_313.jpg, -0.07508341, 1, 0, 20.59111
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_34_414.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_34_414.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_34_414.jpg, 0, 1, 0, 21.50566
C:\Users\yanan\Desktop\Data\IMG\center_2019_09_05_12_38_34_514.jpg, C:\Users\yanan\Desktop\Data\IMG\left_2019_09_05_12_38_34_514.jpg, C:\Users\yanan\Desktop\Data\IMG\right_2019_09_05_12_38_34_514.jpg, 0, 1, 0, 22.54333
